Target,Analog,Frequency,Set
TX_Bosque,FL_Alachua,5,Temperature
TX_Bowie,FL_Levy,7,Temperature
TX_Brazoria,TX_Willacy,13,Temperature
TX_Brazoria,FL_Lee,12,Temperature
TX_Brazoria,TX_Cameron,11,Temperature
TX_Brazoria,TX_Hidalgo,7,Temperature
TX_Brazoria,FL_Martin,6,Temperature
TX_Brazos,FL_Collier,8,Temperature
TX_Brazos,FL_Hendry,5,Temperature
TX_Brown,FL_Gilchrist,9,Temperature
TX_Brown,TX_Frio,9,Temperature
TX_Brown,FL_Lafayette,6,Temperature
TX_Brown,FL_Suwannee,6,Temperature
TX_Brown,FL_Alachua,6,Temperature
TX_Brown,TX_Maverick,5,Temperature
TX_Burleson,FL_Collier,8,Temperature
TX_Caldwell,FL_Collier,8,Temperature
TX_Caldwell,TX_Hidalgo,6,Temperature
TX_Clay,FL_Gilchrist,10,Temperature
TX_Clay,FL_Alachua,8,Temperature
TX_Clay,FL_Lafayette,6,Temperature
TX_Clay,FL_Suwannee,6,Temperature
TX_Colorado,FL_Collier,10,Temperature
TX_Colorado,TX_Hidalgo,8,Temperature
TX_Comanche,FL_Gilchrist,9,Temperature
TX_Comanche,TX_Frio,8,Temperature
TX_Comanche,FL_Alachua,8,Temperature
TX_Comanche,FL_Suwannee,7,Temperature
TX_Comanche,FL_Lafayette,6,Temperature
TX_Comanche,TX_Maverick,6,Temperature
TX_Comanche,TX_Zavala,5,Temperature
TX_Coryell,TX_Atascosa,5,Temperature
TX_Coryell,TX_Maverick,5,Temperature
TX_Eastland,FL_Gilchrist,9,Temperature
TX_Eastland,TX_Frio,9,Temperature
TX_Eastland,FL_Lafayette,7,Temperature
TX_Eastland,FL_Alachua,7,Temperature
TX_Eastland,TX_Maverick,6,Temperature
TX_El Paso,AZ_Pinal,14,Temperature
TX_El Paso,AZ_Maricopa,11,Temperature
TX_El Paso,AZ_Yuma,5,Temperature
TX_Erath,FL_Gilchrist,8,Temperature
TX_Erath,TX_Frio,7,Temperature
TX_Erath,FL_Alachua,7,Temperature
TX_Erath,FL_Lafayette,6,Temperature
TX_Erath,FL_Suwannee,6,Temperature
TX_Erath,TX_Zavala,6,Temperature
TX_Erath,TX_Maverick,5,Temperature
TX_Fayette,TX_Hidalgo,8,Temperature
TX_Fayette,FL_Collier,7,Temperature
TX_Fayette,FL_Charlotte,5,Temperature
TX_Fort Bend,TX_Hidalgo,10,Temperature
TX_Fort Bend,FL_Palm Beach,5,Temperature
TX_Fort Bend,FL_Collier,5,Temperature
TX_Frio,TX_Hidalgo,11,Temperature
TX_Frio,FL_Collier,10,Temperature
TX_Gaines,AZ_Pinal,8,Temperature
TX_Gaines,AZ_Maricopa,8,Temperature
TX_Gillespie,TX_Maverick,8,Temperature
TX_Gillespie,TX_Frio,6,Temperature
TX_Gillespie,FL_Levy,6,Temperature
TX_Glasscock,CA_Imperial,9,Temperature
TX_Glasscock,AZ_Yuma,9,Temperature
TX_Glasscock,AZ_Maricopa,8,Temperature
TX_Glasscock,AZ_Pinal,7,Temperature
TX_Glasscock,FL_Gilchrist,6,Temperature
TX_Gonzales,TX_Hidalgo,8,Temperature
TX_Gonzales,FL_Collier,7,Temperature
TX_Guadalupe,TX_Hidalgo,8,Temperature
TX_Guadalupe,FL_Collier,5,Temperature
TX_Hale,TX_El Paso,6,Temperature
TX_Hale,TX_Midland,6,Temperature
TX_Hale,TX_Pecos,6,Temperature
TX_Hamilton,TX_Maverick,7,Temperature
TX_Hamilton,FL_Alachua,6,Temperature
TX_Hamilton,FL_Gilchrist,6,Temperature
TX_Hamilton,FL_Levy,6,Temperature
TX_Hamilton,FL_Suwannee,5,Temperature
TX_Hartley,NM_Eddy,7,Temperature
TX_Hartley,TX_Terry,6,Temperature
TX_Hartley,TX_Gaines,6,Temperature
TX_Hartley,NM_Dona Ana,6,Temperature
TX_Hartley,TX_El Paso,5,Temperature
TX_Henderson,TX_Maverick,7,Temperature
TX_Hudspeth,AZ_Pinal,11,Temperature
TX_Hudspeth,AZ_Maricopa,6,Temperature
TX_Lamb,TX_El Paso,10,Temperature
TX_Lamb,TX_Midland,5,Temperature
TX_Lampasas,TX_Frio,6,Temperature
TX_Lampasas,FL_Levy,5,Temperature
TX_Lampasas,TX_Maverick,5,Temperature
TX_Lavaca,TX_Hidalgo,10,Temperature
TX_Lavaca,FL_Collier,8,Temperature
TX_Lavaca,FL_Hendry,6,Temperature
TX_Lee,FL_Collier,6,Temperature
TX_Lubbock,TX_Midland,7,Temperature
TX_Lubbock,TX_Pecos,7,Temperature
TX_Madison,TX_Zavala,6,Temperature
TX_Madison,TX_Frio,5,Temperature
TX_Madison,TX_Maverick,5,Temperature
TX_Matagorda,TX_Willacy,14,Temperature
TX_Matagorda,FL_Lee,14,Temperature
TX_Matagorda,TX_Cameron,13,Temperature
TX_Matagorda,TX_Hidalgo,8,Temperature
TX_Matagorda,FL_Martin,6,Temperature
TX_Maverick,TX_Hidalgo,15,Temperature
TX_Maverick,FL_Collier,9,Temperature
TX_Medina,TX_Hidalgo,9,Temperature
TX_Medina,FL_Collier,7,Temperature
TX_Midland,AZ_Maricopa,14,Temperature
TX_Midland,AZ_Yuma,12,Temperature
TX_Midland,CA_Imperial,10,Temperature
TX_Midland,AZ_Pinal,9,Temperature
TX_Midland,FL_Gilchrist,5,Temperature
TX_Milam,FL_Collier,7,Temperature
TX_Montague,FL_Levy,5,Temperature
TX_Navarro,TX_Maverick,5,Temperature
TX_Palo Pinto,FL_Gilchrist,9,Temperature
TX_Palo Pinto,TX_Frio,9,Temperature
TX_Palo Pinto,FL_Alachua,7,Temperature
TX_Palo Pinto,TX_Maverick,7,Temperature
TX_Palo Pinto,FL_Lafayette,6,Temperature
TX_Palo Pinto,FL_Suwannee,5,Temperature
TX_Parker,FL_Gilchrist,7,Temperature
TX_Parker,FL_Lafayette,6,Temperature
TX_Parker,TX_Frio,6,Temperature
TX_Parker,TX_Zavala,6,Temperature
TX_Parker,FL_Alachua,5,Temperature
TX_Parker,TX_Maverick,5,Temperature
TX_Pecos,AZ_Maricopa,15,Temperature
TX_Pecos,AZ_Yuma,13,Temperature
TX_Pecos,CA_Imperial,11,Temperature
TX_Pecos,AZ_Pinal,11,Temperature
TX_Red River,FL_Suwannee,8,Temperature
TX_Red River,FL_Alachua,7,Temperature
TX_Red River,FL_Levy,5,Temperature
TX_Red River,TX_Uvalde,5,Temperature
TX_Red River,FL_Gilchrist,5,Temperature
TX_Robertson,FL_Hendry,6,Temperature
TX_San Saba,TX_Frio,8,Temperature
TX_San Saba,FL_Alachua,6,Temperature
TX_San Saba,FL_Levy,5,Temperature
TX_San Saba,TX_Maverick,5,Temperature
TX_Smith,TX_Maverick,7,Temperature
TX_Smith,TX_Zavala,6,Temperature
TX_Smith,TX_Frio,5,Temperature
TX_Terry,TX_Pecos,7,Temperature
TX_Terry,TX_Midland,6,Temperature
TX_Travis,FL_Collier,8,Temperature
TX_Travis,TX_Hidalgo,5,Temperature
TX_Uvalde,TX_Hidalgo,8,Temperature
TX_Uvalde,FL_Collier,5,Temperature
TX_Van Zandt,FL_Marion,5,Temperature
TX_Van Zandt,TX_Frio,5,Temperature
TX_Van Zandt,FL_Gilchrist,5,Temperature
TX_Waller,FL_Collier,7,Temperature
TX_Waller,TX_Hidalgo,6,Temperature
TX_Washington,FL_Collier,7,Temperature
TX_Washington,TX_Hidalgo,5,Temperature
TX_Wharton,TX_Hidalgo,11,Temperature
TX_Wharton,FL_Collier,5,Temperature
TX_Williamson,FL_Hendry,6,Temperature
TX_Wilson,TX_Hidalgo,9,Temperature
TX_Wilson,FL_Collier,8,Temperature
TX_Wise,TX_Frio,6,Temperature
TX_Wise,FL_Gilchrist,6,Temperature
TX_Wise,FL_Lafayette,5,Temperature
TX_Wise,FL_Alachua,5,Temperature
TX_Wise,TX_Maverick,5,Temperature
TX_Wise,TX_Zavala,5,Temperature
TX_Wood,TX_Frio,6,Temperature
TX_Wood,FL_Levy,5,Temperature
TX_Zavala,TX_Hidalgo,14,Temperature
TX_Zavala,FL_Collier,10,Temperature
VA_Westmoreland,CA_Orange,8,Temperature
VA_Westmoreland,NC_Hyde,5,Temperature
VA_Westmoreland,TX_Grayson,5,Temperature
WA_Clark,NJ_Gloucester,8,Temperature
WA_Clark,NJ_Salem,7,Temperature
WA_Clark,DE_Kent,7,Temperature
WA_Clark,OR_Curry,5,Temperature
WA_Clark,CA_San Mateo,5,Temperature
WA_Cowlitz,CA_San Mateo,9,Temperature
WA_Cowlitz,NJ_Gloucester,8,Temperature
WA_Cowlitz,OR_Multnomah,7,Temperature
WA_Cowlitz,OR_Curry,7,Temperature
WA_Cowlitz,OR_Clackamas,6,Temperature
WA_Cowlitz,DE_Kent,6,Temperature
WA_Cowlitz,NJ_Salem,5,Temperature
WA_Grays Harbor,CA_San Mateo,11,Temperature
WA_Grays Harbor,NJ_Gloucester,9,Temperature
WA_Grays Harbor,NJ_Salem,8,Temperature
WA_Grays Harbor,OR_Curry,7,Temperature
WA_Grays Harbor,OR_Multnomah,6,Temperature
WA_Grays Harbor,OR_Clackamas,5,Temperature
WA_King,CA_San Mateo,10,Temperature
WA_King,RI_Newport,10,Temperature
WA_King,MA_Bristol,8,Temperature
WA_King,NJ_Gloucester,7,Temperature
WA_Lewis,NJ_Salem,8,Temperature
WA_Lewis,OR_Curry,7,Temperature
WA_Lewis,DE_Kent,7,Temperature
WA_Lewis,NJ_Gloucester,6,Temperature
WA_Pacific,OR_Multnomah,11,Temperature
WA_Pacific,OR_Clackamas,10,Temperature
WA_Pacific,OR_Curry,8,Temperature
WA_Pacific,OR_Marion,6,Temperature
WA_Pierce,RI_Newport,10,Temperature
WA_Pierce,MA_Bristol,9,Temperature
WA_Skagit,CA_San Mateo,10,Temperature
WA_Skagit,RI_Newport,10,Temperature
WA_Skagit,MA_Bristol,9,Temperature
WA_Snohomish,MA_Bristol,13,Temperature
WA_Snohomish,CA_San Mateo,12,Temperature
WA_Snohomish,RI_Newport,10,Temperature
WA_Whatcom,CA_San Mateo,10,Temperature
WA_Whatcom,RI_Newport,7,Temperature
WA_Whatcom,MA_Bristol,7,Temperature
WA_Whatcom,NJ_Gloucester,7,Temperature
WI_Door,MA_Bristol,8,Temperature
WI_Door,RI_Newport,5,Temperature
WI_Door,WA_Snohomish,5,Temperature
WI_Door,WA_Whatcom,5,Temperature
WI_Kenosha,NJ_Gloucester,7,Temperature
WI_Kenosha,OR_Curry,5,Temperature
WI_Kewaunee,RI_Newport,5,Temperature
WI_Kewaunee,OR_Clackamas,5,Temperature
WI_Kewaunee,CA_San Mateo,5,Temperature
WI_Manitowoc,OR_Clackamas,7,Temperature
WI_Manitowoc,CA_San Mateo,5,Temperature
WI_Manitowoc,RI_Newport,5,Temperature
WI_Manitowoc,OR_Multnomah,5,Temperature
WI_Manitowoc,NJ_Gloucester,5,Temperature
WI_Racine,NJ_Gloucester,7,Temperature
WI_Sheboygan,OR_Multnomah,7,Temperature
WI_Sheboygan,OR_Marion,7,Temperature
WI_Sheboygan,NJ_Gloucester,6,Temperature
WI_Sheboygan,OR_Clackamas,5,Temperature
WI_Washington,DE_Kent,5,Temperature
