State_County,location
ND_Slope,46.28125_-103.40625
ND_Slope,46.28125_-103.34375
ND_Slope,46.28125_-103.15625
ND_Slope,46.28125_-103.09375
ND_Slope,46.28125_-103.03125
ND_Slope,46.34375_-103.15625
ND_Slope,46.40625_-103.09375
ND_Hettinger,46.34375_-102.28125
ND_Hettinger,46.34375_-102.21875
ND_LaMoure,46.46875_-98.28125
ND_LaMoure,46.53125_-98.34375
ND_LaMoure,46.53125_-98.21875
MN_Otter Tail,46.46875_-96.28125
MN_Wilkin,46.53125_-96.34375
MN_Otter Tail,46.53125_-96.28125
ID_Adams,44.96875_-116.21875
MT_Beaverhead,45.34375_-113.40625
MT_Madison,45.46875_-112.21875
MT_Madison,45.46875_-112.15625
MT_Madison,45.53125_-112.21875
MT_Stillwater,45.84375_-108.90625
MT_Rosebud,46.03125_-106.46875
MT_Rosebud,46.09375_-106.46875
MT_Custer,46.15625_-105.21875
ND_Logan,46.40625_-99.28125
ND_Logan,46.40625_-99.21875
ND_Logan,46.40625_-99.15625
ND_Logan,46.40625_-99.09375
ND_Logan,46.46875_-99.28125
ND_Ransom,46.40625_-97.59375
ND_Ransom,46.40625_-97.53125
ND_Ransom,46.46875_-97.59375
ND_Ransom,46.46875_-97.53125
ND_Ransom,46.34375_-97.40625
ND_Ransom,46.34375_-97.34375
ND_Richland,46.34375_-97.28125
ND_Richland,46.34375_-97.15625
ND_Ransom,46.40625_-97.46875
ND_Ransom,46.40625_-97.40625
ND_Ransom,46.40625_-97.34375
ND_Richland,46.40625_-97.21875
ND_Richland,46.40625_-97.15625
ND_Ransom,46.46875_-97.46875
ND_Ransom,46.46875_-97.34375
ND_Richland,46.46875_-97.28125
ND_Richland,46.46875_-97.21875
ND_Richland,46.46875_-97.15625
ND_Ransom,46.53125_-97.40625
ND_Ransom,46.53125_-97.34375
ND_Richland,46.53125_-97.21875
ND_Richland,46.53125_-97.15625
MN_Wilkin,46.46875_-96.46875
OR_Baker,44.71875_-117.46875
OR_Baker,44.78125_-117.15625
OR_Baker,44.78125_-117.09375
ID_Valley,44.96875_-115.90625
ID_Valley,44.96875_-115.71875
ID_Lemhi,45.15625_-114.59375
ID_Lemhi,45.21875_-114.53125
ID_Lemhi,45.28125_-113.78125
MT_Madison,45.46875_-112.34375
MT_Gallatin,45.59375_-111.21875
MT_Gallatin,45.59375_-111.15625
MT_Park,45.65625_-110.71875
MT_Park,45.65625_-110.53125
MT_Sweet Grass,45.71875_-110.21875
MT_Sweet Grass,45.71875_-110.15625
MT_Sweet Grass,45.78125_-109.59375
MT_Stillwater,45.78125_-109.46875
MT_Stillwater,45.78125_-109.40625
MT_Stillwater,45.78125_-109.09375
MT_Yellowstone,45.84375_-108.84375
MT_Yellowstone,45.84375_-108.78125
MT_Yellowstone,45.90625_-108.28125
MT_Yellowstone,45.90625_-108.09375
MT_Big Horn,45.96875_-107.59375
MT_Treasure,45.96875_-107.21875
MT_Rosebud,46.03125_-106.84375
MT_Rosebud,46.03125_-106.21875
MT_Custer,46.03125_-106.15625
MT_Rosebud,46.09375_-106.21875
MT_Custer,46.09375_-106.15625
MT_Custer,46.09375_-106.09375
MT_Custer,46.15625_-106.15625
MT_Custer,46.15625_-106.09375
MT_Rosebud,46.21875_-106.21875
MT_Custer,46.21875_-106.09375
MT_Custer,46.09375_-105.84375
MT_Fallon,46.15625_-104.78125
ND_Bowman,46.21875_-103.78125
ND_Bowman,46.21875_-103.59375
ND_Hettinger,46.28125_-102.40625
ND_Grant,46.34375_-101.59375
ND_Grant,46.34375_-101.53125
ND_Emmons,46.34375_-100.40625
ND_Logan,46.40625_-99.84375
ND_Logan,46.40625_-99.78125
ND_Logan,46.40625_-99.71875
ND_Logan,46.40625_-99.65625
ND_Logan,46.40625_-99.46875
ND_Logan,46.40625_-99.40625
ND_LaMoure,46.40625_-99.03125
ND_LaMoure,46.40625_-98.90625
ND_LaMoure,46.40625_-98.84375
ND_LaMoure,46.40625_-98.78125
ND_LaMoure,46.40625_-98.71875
ND_LaMoure,46.40625_-98.65625
ND_LaMoure,46.40625_-98.59375
ND_LaMoure,46.34375_-98.09375
ND_LaMoure,46.40625_-98.09375
ND_Ransom,46.40625_-97.90625
ND_Ransom,46.40625_-97.84375
ND_Ransom,46.46875_-97.65625
MN_Wilkin,46.40625_-96.59375
MN_Wilkin,46.40625_-96.53125
WI_Bayfield,46.34375_-91.09375
WI_Ashland,46.34375_-90.59375
MI_Schoolcraft,46.09375_-86.40625
NY_Saint Lawrence,44.84375_-75.15625
NY_Saint Lawrence,44.78125_-74.90625
NY_Clinton,44.53125_-73.59375
NY_Clinton,44.53125_-73.53125
NY_Clinton,44.53125_-73.46875
VT_Washington,44.40625_-72.71875
ME_Oxford,44.09375_-70.96875
ME_Oxford,44.09375_-70.90625
OR_Lane,43.78125_-122.40625
OR_Crook,44.21875_-120.15625
OR_Crook,44.21875_-120.09375
OR_Grant,44.34375_-119.46875
OR_Grant,44.46875_-118.59375
ID_Valley,45.03125_-115.40625
ID_Valley,45.03125_-115.34375
ID_Valley,45.09375_-114.78125
ID_Lemhi,45.21875_-114.03125
MT_Beaverhead,45.28125_-113.40625
MT_Beaverhead,45.28125_-113.34375
MT_Beaverhead,45.40625_-112.53125
MT_Madison,45.40625_-112.21875
MT_Gallatin,45.59375_-111.09375
MT_Sweet Grass,45.65625_-110.21875
MT_Sweet Grass,45.71875_-109.71875
MT_Stillwater,45.78125_-109.03125
MT_Stillwater,45.78125_-108.90625
MT_Big Horn,45.78125_-107.78125
MT_Big Horn,45.78125_-107.71875
MT_Big Horn,45.84375_-107.78125
MT_Big Horn,45.84375_-107.71875
MT_Big Horn,45.90625_-107.78125
MT_Big Horn,45.90625_-107.71875
MT_Big Horn,45.90625_-107.53125
MT_Big Horn,45.90625_-107.46875
MT_Big Horn,45.90625_-107.09375
MT_Treasure,45.96875_-107.15625
MT_Treasure,45.96875_-107.09375
MT_Treasure,45.96875_-107.03125
MT_Treasure,45.96875_-106.96875
MT_Rosebud,45.96875_-106.59375
MT_Rosebud,46.03125_-106.34375
MT_Fallon,46.15625_-104.59375
MT_Fallon,46.15625_-104.53125
MT_Fallon,46.15625_-104.40625
MT_Fallon,46.15625_-104.34375
MT_Fallon,46.15625_-104.28125
MT_Fallon,46.15625_-104.21875
MT_Fallon,46.15625_-104.15625
ND_Bowman,46.03125_-104.03125
ND_Bowman,46.03125_-103.96875
MT_Fallon,46.09375_-104.09375
ND_Bowman,46.09375_-104.03125
ND_Bowman,46.09375_-103.96875
MT_Fallon,46.15625_-104.09375
ND_Bowman,46.15625_-104.03125
ND_Bowman,46.15625_-103.96875
ND_Bowman,46.21875_-103.53125
ND_Hettinger,46.28125_-102.34375
ND_Hettinger,46.28125_-102.28125
ND_Hettinger,46.28125_-102.15625
ND_Hettinger,46.28125_-102.09375
ND_Hettinger,46.28125_-102.03125
ND_Grant,46.28125_-101.96875
ND_Grant,46.28125_-101.59375
ND_Grant,46.28125_-101.53125
ND_Grant,46.28125_-101.46875
ND_Emmons,46.34375_-100.46875
ND_Emmons,46.34375_-100.34375
ND_Emmons,46.34375_-100.28125
ND_Emmons,46.34375_-100.21875
ND_Emmons,46.34375_-100.15625
ND_Emmons,46.34375_-100.09375
ND_Emmons,46.34375_-100.03125
ND_Logan,46.34375_-99.90625
ND_McIntosh,46.28125_-99.78125
ND_McIntosh,46.28125_-99.71875
ND_Logan,46.34375_-99.78125
ND_Logan,46.34375_-99.71875
ND_LaMoure,46.34375_-98.59375
ND_LaMoure,46.34375_-98.53125
ND_LaMoure,46.34375_-98.46875
ND_LaMoure,46.34375_-98.40625
ND_LaMoure,46.40625_-98.53125
ND_LaMoure,46.40625_-98.46875
ND_LaMoure,46.40625_-98.40625
ND_LaMoure,46.34375_-98.34375
ND_LaMoure,46.40625_-98.34375
ND_LaMoure,46.40625_-98.21875
ND_LaMoure,46.40625_-98.15625
ND_Ransom,46.40625_-98.03125
ND_Ransom,46.40625_-97.96875
ND_Ransom,46.40625_-97.78125
ND_Ransom,46.40625_-97.65625
ND_Richland,46.40625_-97.09375
ND_Richland,46.40625_-97.03125
ND_Richland,46.40625_-96.78125
ND_Richland,46.40625_-96.71875
MN_Wilkin,46.40625_-96.65625
MN_Wilkin,46.40625_-96.46875
MN_Wilkin,46.40625_-96.40625
MN_Otter Tail,46.40625_-96.15625
MN_Otter Tail,46.40625_-95.96875
MN_Otter Tail,46.40625_-95.90625
MN_Otter Tail,46.40625_-95.84375
MN_Otter Tail,46.40625_-95.78125
MN_Otter Tail,46.40625_-95.71875
MN_Otter Tail,46.40625_-95.46875
MN_Otter Tail,46.40625_-95.40625
MN_Otter Tail,46.40625_-95.34375
MN_Otter Tail,46.40625_-95.28125
MN_Otter Tail,46.40625_-95.15625
MN_Wadena,46.40625_-95.03125
MN_Wadena,46.40625_-94.96875
MN_Wadena,46.40625_-94.90625
MN_Wadena,46.40625_-94.78125
MN_Cass,46.40625_-94.53125
MN_Crow Wing,46.40625_-93.84375
NY_Saint Lawrence,44.78125_-75.03125
NY_Franklin,44.71875_-74.59375
OR_Coos,43.40625_-124.09375
OR_Douglas,43.46875_-123.71875
OR_Douglas,43.59375_-123.15625
OR_Lane,43.59375_-123.09375
OR_Lane,43.65625_-122.84375
OR_Grant,44.28125_-119.40625
OR_Grant,44.28125_-119.34375
OR_Grant,44.40625_-119.09375
OR_Grant,44.46875_-119.03125
OR_Baker,44.53125_-117.84375
OR_Baker,44.53125_-117.78125
OR_Baker,44.59375_-117.90625
OR_Baker,44.59375_-117.84375
OR_Baker,44.59375_-117.78125
ID_Adams,44.78125_-116.46875
ID_Adams,44.84375_-116.40625
ID_Valley,44.96875_-115.34375
ID_Lemhi,45.09375_-114.53125
MT_Madison,45.40625_-112.34375
MT_Madison,45.40625_-112.28125
MT_Madison,45.46875_-111.78125
MT_Gallatin,45.53125_-111.21875
MT_Sweet Grass,45.65625_-109.96875
MT_Stillwater,45.71875_-109.40625
MT_Stillwater,45.71875_-109.21875
MT_Stillwater,45.71875_-109.15625
MT_Yellowstone,45.78125_-108.84375
MT_Yellowstone,45.78125_-108.78125
MT_Yellowstone,45.84375_-108.15625
MT_Big Horn,45.84375_-107.96875
MT_Big Horn,45.78125_-107.90625
MT_Big Horn,45.84375_-107.90625
MT_Big Horn,45.84375_-107.34375
MT_Big Horn,45.90625_-107.34375
MT_Rosebud,45.96875_-106.40625
MT_Carter,46.09375_-104.53125
ND_Bowman,46.15625_-103.65625
ND_Bowman,46.15625_-103.59375
ND_Bowman,46.15625_-103.53125
ND_Adams,46.15625_-102.78125
ND_Hettinger,46.21875_-102.40625
ND_Hettinger,46.21875_-102.34375
ND_Hettinger,46.21875_-102.28125
ND_Grant,46.21875_-101.65625
ND_Sioux,46.28125_-100.90625
ND_Logan,46.34375_-99.53125
ND_Logan,46.34375_-99.40625
ND_Logan,46.34375_-99.28125
ND_Logan,46.34375_-99.21875
ND_Logan,46.34375_-99.15625
ND_Logan,46.34375_-99.09375
ND_LaMoure,46.34375_-99.03125
ND_LaMoure,46.34375_-98.96875
ND_LaMoure,46.34375_-98.84375
ND_LaMoure,46.34375_-98.78125
ND_LaMoure,46.28125_-98.46875
ND_LaMoure,46.28125_-98.40625
ND_LaMoure,46.34375_-98.15625
ND_Ransom,46.34375_-98.03125
ND_Sargent,46.28125_-97.78125
ND_Ransom,46.34375_-97.78125
ND_Richland,46.40625_-96.96875
ND_Richland,46.40625_-96.90625
ND_Richland,46.40625_-96.84375
ND_Richland,46.46875_-96.96875
MN_Wilkin,46.34375_-96.46875
MN_Wilkin,46.34375_-96.40625
MN_Otter Tail,46.34375_-96.15625
MN_Otter Tail,46.34375_-96.09375
MN_Otter Tail,46.34375_-96.03125
MN_Aitkin,46.34375_-93.78125
MN_Aitkin,46.34375_-93.59375
MI_Delta,46.09375_-87.03125
NY_Saint Lawrence,44.78125_-75.34375
NY_Saint Lawrence,44.78125_-75.28125
ME_Cumberland,43.90625_-70.34375
OR_Coos,43.40625_-123.84375
OR_Grant,44.34375_-118.78125
OR_Grant,44.34375_-118.71875
OR_Grant,44.40625_-118.96875
OR_Grant,44.40625_-118.90625
OR_Grant,44.40625_-118.84375
OR_Grant,44.46875_-118.96875
OR_Grant,44.46875_-118.90625
OR_Grant,44.46875_-118.84375
OR_Grant,44.40625_-118.59375
OR_Baker,44.59375_-117.59375
ID_Valley,44.84375_-116.09375
ID_Valley,44.84375_-116.03125
ID_Valley,44.84375_-115.96875
ID_Valley,44.90625_-115.59375
ID_Valley,44.90625_-115.46875
ID_Valley,44.96875_-115.15625
ID_Valley,44.96875_-115.09375
ID_Valley,45.03125_-115.09375
ID_Valley,45.03125_-114.78125
MT_Beaverhead,45.21875_-112.90625
MT_Beaverhead,45.28125_-112.90625
MT_Beaverhead,45.28125_-112.84375
MT_Madison,45.34375_-112.40625
MT_Madison,45.34375_-112.34375
MT_Madison,45.34375_-112.28125
MT_Stillwater,45.71875_-109.09375
MT_Stillwater,45.71875_-108.90625
MT_Yellowstone,45.78125_-108.34375
MT_Big Horn,45.84375_-107.59375
MT_Custer,45.96875_-106.03125
MT_Custer,46.03125_-105.03125
MT_Fallon,46.09375_-104.46875
ND_Bowman,46.15625_-103.46875
ND_Adams,46.15625_-102.96875
ND_Adams,46.15625_-102.84375
ND_Adams,46.09375_-102.28125
ND_Adams,46.09375_-102.21875
ND_Adams,46.09375_-102.15625
ND_Adams,46.09375_-102.09375
ND_Adams,46.15625_-102.28125
ND_Adams,46.15625_-102.21875
ND_Adams,46.15625_-102.15625
ND_Adams,46.15625_-102.09375
ND_Adams,46.15625_-102.03125
ND_Grant,46.15625_-101.96875
ND_Hettinger,46.21875_-102.21875
ND_Hettinger,46.21875_-102.15625
ND_Hettinger,46.21875_-102.09375
ND_Hettinger,46.21875_-102.03125
ND_Grant,46.21875_-101.96875
ND_Hettinger,46.28125_-102.21875
ND_Grant,46.21875_-101.90625
ND_Grant,46.21875_-101.84375
ND_Grant,46.21875_-101.71875
ND_Grant,46.21875_-101.53125
ND_Emmons,46.28125_-100.40625
ND_Emmons,46.28125_-100.34375
ND_Emmons,46.28125_-100.28125
ND_Emmons,46.28125_-99.96875
ND_Emmons,46.28125_-99.90625
ND_McIntosh,46.28125_-99.65625
ND_McIntosh,46.28125_-99.15625
ND_LaMoure,46.34375_-98.28125
ND_Ransom,46.34375_-97.96875
ND_Ransom,46.34375_-97.71875
ND_Ransom,46.34375_-97.65625
ND_Ransom,46.34375_-97.59375
ND_Ransom,46.34375_-97.53125
ND_Richland,46.34375_-97.09375
ND_Richland,46.34375_-96.78125
ND_Richland,46.34375_-96.71875
ND_Richland,46.34375_-96.65625
MN_Otter Tail,46.34375_-96.28125
MN_Otter Tail,46.34375_-96.21875
MN_Otter Tail,46.34375_-95.65625
MN_Otter Tail,46.34375_-95.53125
MN_Otter Tail,46.34375_-95.15625
MN_Todd,46.34375_-94.84375
MN_Crow Wing,46.34375_-94.03125
MI_Schoolcraft,45.96875_-86.15625
NY_Saint Lawrence,44.71875_-75.21875
NY_Saint Lawrence,44.65625_-74.84375
VT_Washington,44.28125_-72.46875
NH_Grafton,44.15625_-71.96875
ME_Oxford,43.96875_-70.84375
OR_Douglas,43.40625_-123.59375
OR_Douglas,43.53125_-123.15625
OR_Crook,44.09375_-120.21875
OR_Grant,44.28125_-119.15625
OR_Grant,44.40625_-118.53125
OR_Baker,44.53125_-117.71875
OR_Baker,44.59375_-117.71875
OR_Baker,44.59375_-117.46875
MT_Beaverhead,45.15625_-113.53125
MT_Beaverhead,45.28125_-112.65625
MT_Beaverhead,45.28125_-112.59375
MT_Madison,45.34375_-112.15625
MT_Sweet Grass,45.59375_-110.15625
MT_Stillwater,45.65625_-109.15625
MT_Stillwater,45.65625_-109.09375
MT_Yellowstone,45.71875_-108.71875
MT_Yellowstone,45.71875_-108.65625
MT_Yellowstone,45.71875_-108.46875
MT_Big Horn,45.84375_-107.03125
MT_Custer,45.90625_-106.15625
MT_Custer,45.96875_-105.65625
MT_Custer,45.96875_-105.59375
MT_Custer,46.03125_-105.59375
MT_Custer,46.03125_-105.53125
MT_Fallon,46.03125_-104.34375
MT_Fallon,45.96875_-104.21875
MT_Fallon,46.03125_-104.21875
ND_Bowman,46.09375_-103.84375
ND_Bowman,46.09375_-103.78125
ND_Bowman,46.09375_-103.53125
ND_Bowman,46.09375_-103.28125
ND_Bowman,46.09375_-103.21875
ND_Adams,46.09375_-102.78125
ND_Adams,46.15625_-102.65625
ND_Adams,46.15625_-102.59375
ND_Adams,46.15625_-102.40625
ND_Adams,46.15625_-102.34375
ND_Emmons,46.21875_-100.40625
ND_Emmons,46.21875_-100.34375
ND_Emmons,46.21875_-100.28125
ND_McIntosh,46.28125_-99.09375
ND_McIntosh,46.21875_-99.03125
ND_Dickey,46.21875_-98.96875
ND_McIntosh,46.28125_-99.03125
ND_LaMoure,46.28125_-98.84375
ND_LaMoure,46.28125_-98.71875
ND_Dickey,46.28125_-98.59375
ND_Dickey,46.28125_-98.53125
ND_Dickey,46.28125_-98.21875
ND_Dickey,46.28125_-98.15625
ND_LaMoure,46.28125_-98.09375
ND_Dickey,46.28125_-98.03125
ND_Sargent,46.28125_-97.96875
ND_Sargent,46.28125_-97.90625
ND_Sargent,46.28125_-97.84375
ND_Ransom,46.34375_-97.84375
ND_Sargent,46.28125_-97.65625
ND_Sargent,46.28125_-97.59375
ND_Sargent,46.28125_-97.53125
ND_Sargent,46.28125_-97.46875
ND_Sargent,46.28125_-97.40625
ND_Richland,46.28125_-97.21875
MN_Wilkin,46.21875_-96.34375
MN_Wilkin,46.21875_-96.28125
MN_Otter Tail,46.21875_-96.21875
MN_Wilkin,46.28125_-96.34375
MN_Wilkin,46.28125_-96.28125
MN_Otter Tail,46.28125_-96.21875
MN_Wilkin,46.34375_-96.34375
MN_Otter Tail,46.28125_-95.84375
MN_Crow Wing,46.28125_-93.96875
MN_Pine,46.28125_-92.84375
MN_Pine,46.28125_-92.78125
VT_Chittenden,44.34375_-73.21875
OR_Coos,43.34375_-123.78125
OR_Douglas,43.40625_-123.28125
OR_Douglas,43.46875_-123.28125
OR_Douglas,43.46875_-123.21875
OR_Grant,44.15625_-119.65625
OR_Grant,44.21875_-119.46875
OR_Grant,44.28125_-119.46875
OR_Grant,44.28125_-118.96875
OR_Grant,44.28125_-118.90625
OR_Grant,44.34375_-118.59375
OR_Baker,44.40625_-118.40625
OR_Baker,44.40625_-118.34375
OR_Baker,44.40625_-118.28125
ID_Adams,44.65625_-116.53125
ID_Adams,44.65625_-116.46875
ID_Valley,44.78125_-116.09375
ID_Valley,44.78125_-116.03125
ID_Lemhi,45.09375_-113.71875
MT_Park,45.46875_-110.59375
MT_Stillwater,45.59375_-109.09375
MT_Carbon,45.59375_-109.03125
MT_Carbon,45.59375_-108.96875
MT_Stillwater,45.65625_-109.03125
MT_Stillwater,45.65625_-108.96875
MT_Stillwater,45.71875_-109.03125
MT_Stillwater,45.71875_-108.96875
MT_Stillwater,45.65625_-108.90625
MT_Yellowstone,45.65625_-108.84375
MT_Yellowstone,45.65625_-108.78125
MT_Yellowstone,45.71875_-108.40625
MT_Yellowstone,45.71875_-108.34375
MT_Big Horn,45.78125_-107.65625
MT_Big Horn,45.78125_-107.59375
MT_Rosebud,45.84375_-106.59375
MT_Custer,45.96875_-104.96875
MT_Carter,45.96875_-104.84375
MT_Fallon,46.03125_-104.28125
ND_Bowman,46.09375_-103.15625
ND_Bowman,46.09375_-103.09375
ND_Adams,46.09375_-102.90625
ND_Adams,46.09375_-102.84375
ND_Grant,46.15625_-101.78125
ND_Grant,46.15625_-101.71875
ND_Sioux,46.15625_-101.15625
ND_Emmons,46.15625_-100.03125
ND_Emmons,46.21875_-100.03125
ND_Emmons,46.21875_-99.96875
ND_Emmons,46.21875_-99.90625
ND_McIntosh,46.21875_-99.78125
ND_McIntosh,46.21875_-99.71875
ND_McIntosh,46.21875_-99.65625
ND_McIntosh,46.21875_-99.59375
ND_McIntosh,46.21875_-99.28125
ND_McIntosh,46.21875_-99.21875
ND_McIntosh,46.21875_-99.09375
ND_Sargent,46.21875_-97.59375
ND_Richland,46.21875_-97.09375
ND_Richland,46.21875_-97.03125
ND_Richland,46.21875_-96.96875
ND_Richland,46.21875_-96.90625
ND_Richland,46.21875_-96.84375
ND_Richland,46.21875_-96.78125
ND_Richland,46.21875_-96.71875
ND_Richland,46.21875_-96.65625
ND_Richland,46.21875_-96.59375
ND_Richland,46.28125_-97.09375
ND_Richland,46.28125_-97.03125
ND_Richland,46.28125_-96.96875
ND_Richland,46.28125_-96.90625
ND_Richland,46.28125_-96.84375
ND_Richland,46.28125_-96.71875
ND_Richland,46.28125_-96.65625
MN_Wilkin,46.28125_-96.53125
ND_Richland,46.34375_-97.03125
ND_Richland,46.34375_-96.90625
ND_Richland,46.34375_-96.84375
MN_Wilkin,46.34375_-96.59375
MN_Wilkin,46.34375_-96.53125
MN_Wilkin,46.28125_-96.46875
MN_Wilkin,46.28125_-96.40625
MN_Otter Tail,46.40625_-96.28125
MN_Otter Tail,46.28125_-96.03125
MN_Otter Tail,46.28125_-95.96875
MN_Otter Tail,46.28125_-95.46875
MN_Otter Tail,46.28125_-95.40625
MN_Otter Tail,46.28125_-95.34375
MN_Todd,46.28125_-95.09375
MN_Todd,46.21875_-94.90625
MN_Todd,46.28125_-94.90625
MN_Todd,46.28125_-94.84375
NY_Saint Lawrence,44.65625_-75.34375
NY_Saint Lawrence,44.59375_-74.90625
NY_Essex,44.34375_-73.40625
VT_Washington,44.21875_-72.59375
OR_Douglas,43.46875_-122.96875
OR_Baker,44.46875_-117.71875
ID_Washington,44.59375_-116.65625
ID_Washington,44.65625_-116.65625
ID_Valley,44.78125_-115.65625
ID_Valley,44.84375_-115.34375
ID_Valley,44.84375_-115.15625
ID_Lemhi,44.90625_-114.71875
MT_Beaverhead,45.09375_-113.40625
MT_Madison,45.28125_-112.09375
MT_Gallatin,45.40625_-111.03125
MT_Park,45.40625_-110.71875
MT_Park,45.40625_-110.65625
MT_Stillwater,45.59375_-109.21875
MT_Yellowstone,45.65625_-108.65625
MT_Yellowstone,45.65625_-108.53125
MT_Yellowstone,45.65625_-108.46875
MT_Yellowstone,45.65625_-108.40625
MT_Yellowstone,45.65625_-108.09375
MT_Big Horn,45.71875_-107.96875
MT_Big Horn,45.71875_-107.71875
MT_Big Horn,45.71875_-107.65625
MT_Big Horn,45.78125_-107.28125
MT_Big Horn,45.78125_-107.09375
MT_Big Horn,45.78125_-107.03125
MT_Carter,45.96875_-104.46875
ND_Bowman,46.03125_-103.59375
ND_Bowman,46.03125_-103.53125
ND_Bowman,46.03125_-103.46875
ND_Bowman,46.03125_-103.34375
ND_Bowman,46.03125_-103.28125
ND_Bowman,46.03125_-103.15625
ND_Bowman,46.03125_-103.09375
ND_Bowman,46.09375_-103.03125
ND_Adams,46.09375_-102.46875
ND_Adams,46.09375_-102.40625
ND_Adams,46.09375_-102.03125
ND_Grant,46.09375_-101.96875
ND_Emmons,46.15625_-100.53125
ND_Emmons,46.15625_-100.46875
ND_Emmons,46.15625_-100.28125
ND_Emmons,46.15625_-100.15625
ND_Emmons,46.15625_-100.09375
ND_Emmons,46.15625_-99.96875
ND_McIntosh,46.15625_-99.65625
ND_McIntosh,46.15625_-99.59375
ND_Dickey,46.21875_-98.84375
ND_Dickey,46.15625_-98.78125
ND_Dickey,46.21875_-98.78125
ND_Dickey,46.21875_-98.71875
ND_Dickey,46.21875_-98.59375
ND_Dickey,46.21875_-98.53125
ND_Dickey,46.21875_-98.46875
ND_Dickey,46.21875_-98.40625
ND_Dickey,46.21875_-98.34375
ND_Dickey,46.21875_-98.09375
ND_Dickey,46.21875_-98.03125
ND_Sargent,46.21875_-97.84375
ND_Sargent,46.21875_-97.71875
ND_Sargent,46.21875_-97.34375
ND_Sargent,46.21875_-97.28125
ND_Richland,46.21875_-97.15625
MN_Otter Tail,46.21875_-96.09375
MN_Otter Tail,46.21875_-95.90625
MN_Otter Tail,46.21875_-95.84375
MN_Otter Tail,46.21875_-95.59375
MN_Otter Tail,46.21875_-95.53125
MN_Morrison,46.21875_-94.46875
MN_Crow Wing,46.21875_-94.15625
MN_Crow Wing,46.21875_-94.09375
MN_Aitkin,46.21875_-93.09375
MI_Iron,46.03125_-88.65625
NY_Saint Lawrence,44.65625_-75.40625
NY_Saint Lawrence,44.59375_-75.15625
NY_Saint Lawrence,44.59375_-75.09375
VT_Chittenden,44.28125_-73.28125
VT_Chittenden,44.28125_-73.21875
VT_Chittenden,44.28125_-73.15625
VT_Chittenden,44.28125_-73.09375
VT_Washington,44.15625_-72.53125
ME_Cumberland,43.78125_-70.46875
OR_Coos,43.21875_-124.03125
OR_Douglas,43.34375_-123.46875
OR_Grant,44.21875_-119.03125
ID_Lemhi,45.03125_-113.65625
ID_Lemhi,45.03125_-113.59375
MT_Beaverhead,45.15625_-112.71875
MT_Stillwater,45.53125_-109.34375
MT_Stillwater,45.53125_-109.28125
MT_Yellowstone,45.59375_-108.71875
MT_Yellowstone,45.65625_-108.15625
MT_Big Horn,45.71875_-107.59375
MT_Big Horn,45.71875_-107.53125
MT_Rosebud,45.78125_-106.65625
MT_Custer,45.90625_-104.96875
MT_Fallon,45.96875_-104.09375
ND_Bowman,45.96875_-104.03125
ND_Bowman,45.96875_-103.90625
ND_Bowman,45.96875_-103.65625
ND_Bowman,45.96875_-103.59375
ND_Bowman,45.96875_-103.46875
ND_Adams,46.03125_-102.96875
ND_Adams,46.03125_-102.90625
ND_Adams,46.03125_-102.84375
ND_Adams,46.03125_-102.78125
ND_Adams,46.03125_-102.46875
ND_Adams,46.03125_-102.40625
ND_Adams,46.03125_-102.34375
ND_Grant,46.09375_-101.71875
ND_Grant,46.09375_-101.65625
ND_Grant,46.09375_-101.40625
ND_Sioux,46.09375_-101.28125
ND_Sioux,46.09375_-100.96875
ND_McIntosh,46.15625_-99.84375
ND_McIntosh,46.15625_-99.78125
ND_McIntosh,46.15625_-99.34375
ND_McIntosh,46.15625_-99.28125
ND_McIntosh,46.15625_-99.09375
ND_McIntosh,46.15625_-99.03125
ND_Dickey,46.15625_-98.96875
ND_Dickey,46.15625_-98.90625
ND_Dickey,46.15625_-98.65625
ND_Dickey,46.15625_-98.46875
MN_Pine,46.15625_-92.96875
NY_Saint Lawrence,44.59375_-75.34375
NY_Essex,44.28125_-73.46875
MT_Custer,45.84375_-105.03125
MT_Custer,45.90625_-105.09375
MT_Custer,45.96875_-105.15625
MT_Custer,46.03125_-105.09375
OR_Grant,44.21875_-118.71875
OR_Grant,44.28125_-118.78125
MT_Powder River,45.78125_-105.46875
MT_Custer,45.84375_-105.46875
MT_Custer,45.90625_-105.46875
MT_Custer,45.90625_-105.40625
MT_Stillwater,45.34375_-109.65625
MT_Carbon,45.34375_-109.46875
MT_Carbon,45.34375_-109.34375
MT_Stillwater,45.40625_-109.78125
MT_Carbon,45.40625_-109.46875
MT_Carbon,45.40625_-109.40625
MT_Carbon,45.40625_-109.34375
MT_Stillwater,45.46875_-109.59375
MT_Stillwater,45.46875_-109.53125
MT_Stillwater,45.46875_-109.46875
MT_Stillwater,45.46875_-109.40625
MT_Stillwater,45.53125_-109.71875
MT_Stillwater,45.53125_-109.65625
MT_Stillwater,45.53125_-109.59375
MT_Stillwater,45.53125_-109.40625
MT_Stillwater,45.59375_-109.65625
MT_Stillwater,45.59375_-109.59375
MT_Stillwater,45.59375_-109.46875
MT_Stillwater,45.59375_-109.40625
ND_McIntosh,46.09375_-99.71875
ND_McIntosh,46.15625_-99.71875
ND_McIntosh,46.15625_-99.53125
ND_Sargent,46.15625_-97.46875
ND_Sargent,46.21875_-97.46875
ND_Richland,46.15625_-96.78125
