Target,Analog,Frequency,Set
ID_Washington,WA_Benton,7,Derived Variables
ID_Washington,WA_Walla Walla,7,Derived Variables
MD_Baltimore,MO_Dunklin,7,Derived Variables
MD_Caroline,OK_Bryan,5,Derived Variables
MD_Carroll,MO_Dunklin,6,Derived Variables
MD_Carroll,CA_Shasta,5,Derived Variables
MD_Harford,MO_Dunklin,7,Derived Variables
MD_Washington,MO_Dunklin,6,Derived Variables
MD_Wicomico,AR_Jefferson,8,Derived Variables
MD_Worcester,AR_Jefferson,9,Derived Variables
ME_Cumberland,OR_Jackson,8,Derived Variables
ME_York,OR_Josephine,8,Derived Variables
ME_York,OR_Jackson,6,Derived Variables
ME_York,OR_Umatilla,5,Derived Variables
MI_Antrim,OR_Jackson,11,Derived Variables
MI_Antrim,OR_Josephine,8,Derived Variables
MI_Antrim,OR_Umatilla,6,Derived Variables
MI_Arenac,OR_Morrow,10,Derived Variables
MI_Arenac,WA_Franklin,9,Derived Variables
MI_Arenac,WA_Benton,6,Derived Variables
MI_Arenac,WA_Walla Walla,6,Derived Variables
MI_Arenac,OR_Josephine,5,Derived Variables
MI_Bay,OR_Morrow,10,Derived Variables
MI_Bay,WA_Benton,10,Derived Variables
MI_Bay,UT_Davis,8,Derived Variables
MI_Bay,OR_Josephine,8,Derived Variables
MI_Bay,WA_Walla Walla,8,Derived Variables
MI_Bay,WA_Franklin,7,Derived Variables
MI_Benzie,OR_Josephine,9,Derived Variables
MI_Benzie,OR_Jackson,7,Derived Variables
MI_Benzie,CA_El Dorado,6,Derived Variables
MI_Benzie,OR_Umatilla,5,Derived Variables
MI_Berrien,CA_Shasta,5,Derived Variables
MI_Genesee,WA_Benton,7,Derived Variables
MI_Genesee,UT_Davis,6,Derived Variables
MI_Grand Traverse,OR_Umatilla,10,Derived Variables
MI_Grand Traverse,OR_Jackson,6,Derived Variables
MI_Grand Traverse,WA_Franklin,6,Derived Variables
MI_Grand Traverse,OR_Morrow,6,Derived Variables
MI_Gratiot,UT_Davis,9,Derived Variables
MI_Gratiot,WA_Franklin,8,Derived Variables
MI_Gratiot,WA_Benton,8,Derived Variables
MI_Gratiot,OR_Morrow,5,Derived Variables
MI_Ionia,UT_Davis,9,Derived Variables
MI_Ionia,WA_Franklin,5,Derived Variables
MI_Ionia,WA_Benton,5,Derived Variables
MI_Isabella,UT_Davis,11,Derived Variables
MI_Isabella,WA_Benton,10,Derived Variables
MI_Isabella,OR_Morrow,6,Derived Variables
MI_Isabella,WA_Franklin,6,Derived Variables
MI_Isabella,WA_Walla Walla,5,Derived Variables
MI_Kalkaska,OR_Umatilla,7,Derived Variables
MI_Kalkaska,OR_Jackson,7,Derived Variables
MI_Kalkaska,WA_Yakima,5,Derived Variables
MI_Kent,UT_Davis,10,Derived Variables
MI_Kent,WA_Benton,7,Derived Variables
MI_Kent,WA_Franklin,5,Derived Variables
MI_Lapeer,UT_Davis,8,Derived Variables
MI_Lapeer,WA_Benton,7,Derived Variables
MI_Lapeer,WA_Franklin,5,Derived Variables
MI_Lapeer,OR_Morrow,5,Derived Variables
MI_Leelanau,OR_Josephine,9,Derived Variables
MI_Leelanau,OR_Jackson,8,Derived Variables
MI_Leelanau,OR_Umatilla,6,Derived Variables
MI_Leelanau,CA_El Dorado,6,Derived Variables
MI_Livingston,UT_Davis,5,Derived Variables
MI_Macomb,UT_Davis,7,Derived Variables
MI_Mason,OR_Josephine,10,Derived Variables
MI_Mason,OR_Jackson,8,Derived Variables
MI_Mason,CA_El Dorado,6,Derived Variables
MI_Mecosta,UT_Davis,10,Derived Variables
MI_Mecosta,WA_Franklin,9,Derived Variables
MI_Mecosta,OR_Morrow,6,Derived Variables
MI_Mecosta,WA_Benton,6,Derived Variables
MI_Montcalm,UT_Davis,12,Derived Variables
MI_Montcalm,WA_Benton,9,Derived Variables
MI_Montcalm,WA_Franklin,5,Derived Variables
MI_Montcalm,OR_Morrow,5,Derived Variables
MI_Montcalm,ID_Canyon,5,Derived Variables
MI_Muskegon,OR_Josephine,9,Derived Variables
MI_Muskegon,OR_Jackson,8,Derived Variables
MI_Muskegon,OR_Morrow,6,Derived Variables
MI_Muskegon,UT_Davis,6,Derived Variables
MI_Muskegon,WA_Benton,5,Derived Variables
MI_Newaygo,UT_Davis,10,Derived Variables
MI_Newaygo,WA_Franklin,7,Derived Variables
MI_Newaygo,OR_Morrow,7,Derived Variables
MI_Newaygo,OR_Jackson,6,Derived Variables
MI_Newaygo,WA_Benton,6,Derived Variables
MI_Newaygo,WA_Yakima,5,Derived Variables
MI_Oceana,OR_Jackson,8,Derived Variables
MI_Oceana,OR_Josephine,8,Derived Variables
MI_Oceana,OR_Morrow,7,Derived Variables
MI_Oceana,OR_Umatilla,6,Derived Variables
MI_Oceana,WA_Benton,6,Derived Variables
MI_Oceana,WA_Walla Walla,5,Derived Variables
MI_Otsego,OR_Umatilla,8,Derived Variables
MI_Otsego,OR_Jackson,8,Derived Variables
MI_Otsego,WA_Yakima,5,Derived Variables
MI_Ottawa,OR_Josephine,8,Derived Variables
MI_Ottawa,UT_Davis,8,Derived Variables
MI_Ottawa,WA_Benton,7,Derived Variables
MI_Presque Isle,OR_Umatilla,9,Derived Variables
MI_Presque Isle,OR_Josephine,8,Derived Variables
MI_Presque Isle,OR_Jackson,6,Derived Variables
MI_Saginaw,UT_Davis,8,Derived Variables
MI_Saginaw,WA_Benton,8,Derived Variables
MI_Saginaw,OR_Morrow,8,Derived Variables
MI_Saginaw,WA_Franklin,7,Derived Variables
MI_Tuscola,WA_Benton,12,Derived Variables
MI_Tuscola,OR_Morrow,10,Derived Variables
MI_Tuscola,UT_Davis,9,Derived Variables
MI_Tuscola,WA_Walla Walla,9,Derived Variables
MI_Tuscola,WA_Franklin,7,Derived Variables
MI_Tuscola,OR_Josephine,7,Derived Variables
MN_Benton,ID_Canyon,6,Derived Variables
MN_Benton,ID_Payette,5,Derived Variables
MN_Chisago,ID_Canyon,6,Derived Variables
MN_Clay,ID_Payette,9,Derived Variables
MN_Clay,ID_Canyon,6,Derived Variables
MN_Meeker,ID_Canyon,5,Derived Variables
MN_Morrison,ID_Canyon,6,Derived Variables
MN_Morrison,ID_Payette,6,Derived Variables
MN_Polk,ID_Canyon,5,Derived Variables
MN_Pope,ID_Payette,5,Derived Variables
MN_Pope,ID_Canyon,5,Derived Variables
MN_Sherburne,ID_Canyon,6,Derived Variables
MN_Sherburne,ID_Payette,6,Derived Variables
MN_Sherburne,UT_Davis,5,Derived Variables
MN_Stearns,ID_Canyon,6,Derived Variables
MN_Stearns,ID_Payette,6,Derived Variables
MN_Todd,ID_Canyon,6,Derived Variables
MN_Wabasha,ID_Canyon,5,Derived Variables
MN_Washington,ID_Canyon,6,Derived Variables
MN_Wright,ID_Canyon,5,Derived Variables
MO_Dunklin,TX_Collin,6,Derived Variables
MO_Dunklin,TX_Ellis,5,Derived Variables
MS_Calhoun,TX_Bell,8,Derived Variables
MS_Calhoun,TX_Williamson,6,Derived Variables
MS_Calhoun,TX_Milam,5,Derived Variables
MS_Chickasaw,TX_Bell,8,Derived Variables
MS_Chickasaw,TX_Williamson,6,Derived Variables
MS_Greene,TX_Frio,8,Derived Variables
MS_Greene,TX_Fayette,8,Derived Variables
MS_Greene,TX_Wilson,7,Derived Variables
MS_Greene,TX_Gonzales,7,Derived Variables
MS_Greene,TX_Atascosa,6,Derived Variables
MS_Greene,TX_Maverick,5,Derived Variables
MS_Greene,TX_Washington,5,Derived Variables
MS_Lamar,TX_Atascosa,9,Derived Variables
MS_Lamar,TX_Frio,9,Derived Variables
MS_Lamar,TX_Maverick,7,Derived Variables
MS_Lamar,TX_Zavala,7,Derived Variables
MS_Lamar,TX_Wilson,6,Derived Variables
MS_Wayne,TX_Fayette,7,Derived Variables
MS_Wayne,TX_Washington,6,Derived Variables
MS_Wayne,TX_Frio,5,Derived Variables
MS_Wayne,TX_Wilson,5,Derived Variables
MS_Wayne,TX_Gonzales,5,Derived Variables
MS_Webster,TX_Bell,7,Derived Variables
MS_Webster,TX_Milam,6,Derived Variables
MS_Webster,TX_Williamson,5,Derived Variables
MS_Yalobusha,TX_Bell,8,Derived Variables
MS_Yalobusha,TX_Williamson,5,Derived Variables
MS_Yalobusha,TX_Navarro,5,Derived Variables
MT_Broadwater,ID_Canyon,8,Derived Variables
MT_Broadwater,ID_Payette,7,Derived Variables
MT_Broadwater,ID_Gooding,6,Derived Variables
MT_Broadwater,ID_Ada,5,Derived Variables
MT_Gallatin,ID_Canyon,7,Derived Variables
MT_Gallatin,ID_Payette,7,Derived Variables
MT_Gallatin,ID_Gooding,7,Derived Variables
MT_Gallatin,ID_Ada,6,Derived Variables
MT_Gallatin,ID_Washington,6,Derived Variables
MT_Gallatin,OR_Malheur,5,Derived Variables
MT_Lake,WA_Franklin,6,Derived Variables
MT_Lake,UT_Davis,6,Derived Variables
MT_Lake,WA_Walla Walla,5,Derived Variables
MT_Lake,WA_Benton,5,Derived Variables
MT_Lake,OR_Morrow,5,Derived Variables
NC_Bertie,TX_Williamson,5,Derived Variables
NC_Bladen,TX_Bell,7,Derived Variables
NC_Bladen,TX_Williamson,5,Derived Variables
NC_Catawba,TX_Collin,6,Derived Variables
NC_Chowan,TX_Williamson,9,Derived Variables
NC_Chowan,TX_Bell,7,Derived Variables
NC_Columbus,TX_Bell,5,Derived Variables
NC_Columbus,TX_Madison,5,Derived Variables
NC_Columbus,TX_Bastrop,5,Derived Variables
NC_Cumberland,TX_Bell,7,Derived Variables
NC_Cumberland,TX_Williamson,5,Derived Variables
NC_Duplin,TX_Bell,7,Derived Variables
NC_Duplin,TX_Williamson,6,Derived Variables
NC_Edgecombe,TX_Ellis,6,Derived Variables
NC_Greene,TX_Bell,7,Derived Variables
NC_Greene,TX_Williamson,6,Derived Variables
NC_Halifax,TX_Collin,5,Derived Variables
NC_Harnett,TX_Ellis,6,Derived Variables
NC_Hertford,TX_Ellis,5,Derived Variables
NC_Hertford,TX_Collin,5,Derived Variables
NC_Hyde,TX_Williamson,7,Derived Variables
NC_Hyde,TX_Travis,6,Derived Variables
NC_Johnston,TX_Ellis,5,Derived Variables
NC_Lenoir,TX_Bell,7,Derived Variables
NC_Lenoir,TX_Williamson,6,Derived Variables
NC_Martin,TX_Ellis,6,Derived Variables
NC_Pasquotank,TX_Williamson,6,Derived Variables
NC_Pasquotank,TX_Bell,6,Derived Variables
NC_Pender,TX_Williamson,6,Derived Variables
NC_Pender,TX_Robertson,5,Derived Variables
NC_Pender,TX_Bastrop,5,Derived Variables
NC_Pitt,TX_Bell,6,Derived Variables
NC_Pitt,TX_Williamson,6,Derived Variables
NC_Pitt,TX_Ellis,5,Derived Variables
NC_Robeson,TX_Williamson,6,Derived Variables
NC_Robeson,TX_Bell,6,Derived Variables
NC_Rowan,TX_Wise,5,Derived Variables
NC_Sampson,TX_Bell,6,Derived Variables
NC_Sampson,TX_Williamson,5,Derived Variables
NC_Washington,TX_Williamson,9,Derived Variables
NC_Washington,TX_Bell,8,Derived Variables
NC_Wayne,TX_Williamson,6,Derived Variables
NC_Wayne,TX_Bell,6,Derived Variables
NC_Wilson,TX_Ellis,5,Derived Variables
ND_Grand Forks,ID_Payette,5,Derived Variables
ND_Grand Forks,ID_Canyon,5,Derived Variables
ND_Kidder,ID_Payette,5,Derived Variables
ND_Traill,ID_Payette,7,Derived Variables
ND_Traill,ID_Canyon,5,Derived Variables
ND_Walsh,ID_Payette,5,Derived Variables
ND_Williams,ID_Payette,7,Derived Variables
NE_Chase,KS_Grant,5,Derived Variables
NE_Morrill,KS_Grant,6,Derived Variables
NH_Hillsborough,UT_Davis,5,Derived Variables
NH_Hillsborough,WA_Franklin,5,Derived Variables
NH_Hillsborough,OR_Morrow,5,Derived Variables
NJ_Atlantic,MO_Dunklin,5,Derived Variables
NJ_Burlington,MO_Dunklin,5,Derived Variables
NJ_Gloucester,CA_Shasta,7,Derived Variables
NJ_Hunterdon,CA_Shasta,5,Derived Variables
NJ_Mercer,CA_Shasta,6,Derived Variables
NJ_Monmouth,CA_Shasta,6,Derived Variables
NJ_Monmouth,MO_Dunklin,5,Derived Variables
NM_Chaves,TX_Midland,6,Derived Variables
NM_Dona Ana,TX_Midland,5,Derived Variables
NM_Lea,TX_Midland,5,Derived Variables
NM_Luna,TX_Midland,7,Derived Variables
NM_Otero,TX_Midland,7,Derived Variables
NM_Roosevelt,TX_El Paso,5,Derived Variables
NM_Sierra,TX_Midland,10,Derived Variables
NM_Sierra,TX_El Paso,7,Derived Variables
NM_Valencia,NM_Otero,5,Derived Variables
NY_Clinton,OR_Josephine,6,Derived Variables
NY_Erie,CA_El Dorado,6,Derived Variables
NY_Erie,NJ_Salem,6,Derived Variables
NY_Erie,NJ_Gloucester,5,Derived Variables
NY_Monroe,OR_Josephine,6,Derived Variables
NY_Monroe,WA_Benton,5,Derived Variables
NY_Monroe,WA_Walla Walla,5,Derived Variables
NY_Niagara,CA_El Dorado,5,Derived Variables
NY_Niagara,OR_Josephine,5,Derived Variables
NY_Niagara,WA_Benton,5,Derived Variables
NY_Orleans,WA_Walla Walla,5,Derived Variables
NY_Orleans,WA_Benton,5,Derived Variables
NY_Oswego,CA_El Dorado,5,Derived Variables
NY_Oswego,NJ_Salem,5,Derived Variables
NY_Oswego,NJ_Gloucester,5,Derived Variables
NY_Tompkins,CA_El Dorado,5,Derived Variables
NY_Washington,UT_Davis,5,Derived Variables
NY_Wayne,OR_Josephine,5,Derived Variables
OH_Ottawa,CA_Shasta,9,Derived Variables
OK_Atoka,TX_Milam,8,Derived Variables
OK_Atoka,TX_Bell,7,Derived Variables
OK_Atoka,TX_Williamson,7,Derived Variables
OK_Atoka,TX_Ellis,5,Derived Variables
OK_Atoka,TX_Travis,5,Derived Variables
OK_Bryan,TX_Milam,8,Derived Variables
OK_Bryan,TX_Bastrop,7,Derived Variables
OK_Bryan,TX_Travis,6,Derived Variables
OK_Bryan,TX_Bell,5,Derived Variables
OK_Bryan,TX_Williamson,5,Derived Variables
OK_Bryan,TX_Guadalupe,5,Derived Variables
OK_Carter,TX_Guadalupe,8,Derived Variables
OK_Carter,TX_Bell,6,Derived Variables
OK_Carter,TX_Uvalde,6,Derived Variables
OK_Carter,TX_Milam,6,Derived Variables
OK_Carter,TX_Williamson,5,Derived Variables
OK_Carter,TX_Bastrop,5,Derived Variables
OK_Cherokee,TX_Ellis,7,Derived Variables
OK_Choctaw,TX_Bastrop,8,Derived Variables
OK_Choctaw,TX_Milam,8,Derived Variables
OK_Choctaw,TX_Bell,6,Derived Variables
OK_Choctaw,TX_Travis,5,Derived Variables
OK_Coal,TX_Bell,8,Derived Variables
OK_Coal,TX_Milam,8,Derived Variables
OK_Coal,TX_Williamson,7,Derived Variables
OK_Coal,TX_Ellis,6,Derived Variables
OK_Coal,TX_Travis,6,Derived Variables
OK_Creek,TX_Ellis,9,Derived Variables
OK_Garvin,TX_Ellis,10,Derived Variables
OK_Garvin,TX_Bell,8,Derived Variables
OK_Hughes,TX_Bell,8,Derived Variables
OK_Hughes,TX_Williamson,7,Derived Variables
OK_Hughes,TX_Ellis,6,Derived Variables
OK_Jefferson,TX_Bastrop,9,Derived Variables
OK_Jefferson,TX_Travis,6,Derived Variables
OK_Jefferson,TX_Milam,6,Derived Variables
OK_Jefferson,TX_Bell,5,Derived Variables
OK_Lincoln,TX_Ellis,11,Derived Variables
OK_Marshall,TX_Bastrop,9,Derived Variables
OK_Marshall,TX_Milam,7,Derived Variables
OK_Marshall,TX_Bell,5,Derived Variables
OK_Marshall,TX_Guadalupe,5,Derived Variables
OK_Marshall,TX_Travis,5,Derived Variables
OK_Marshall,TX_Williamson,5,Derived Variables
OK_Muskogee,TX_Ellis,11,Derived Variables
OK_Muskogee,TX_Bell,5,Derived Variables
OK_Oklahoma,TX_Ellis,10,Derived Variables
OK_Okmulgee,TX_Ellis,9,Derived Variables
OK_Okmulgee,TX_Collin,5,Derived Variables
OK_Osage,TX_Ellis,5,Derived Variables
OK_Pittsburg,TX_Bell,8,Derived Variables
OK_Pittsburg,TX_Ellis,7,Derived Variables
OK_Pittsburg,TX_Williamson,7,Derived Variables
OK_Pittsburg,TX_Milam,6,Derived Variables
OK_Pottawatomie,TX_Ellis,9,Derived Variables
OK_Pottawatomie,TX_Bell,7,Derived Variables
OK_Pottawatomie,TX_Navarro,5,Derived Variables
OK_Rogers,TX_Ellis,6,Derived Variables
OK_Seminole,TX_Bell,9,Derived Variables
OK_Seminole,TX_Ellis,6,Derived Variables
OK_Seminole,TX_Williamson,6,Derived Variables
OK_Stephens,TX_Bell,9,Derived Variables
OK_Stephens,TX_Ellis,6,Derived Variables
OK_Stephens,TX_Williamson,6,Derived Variables
OK_Stephens,TX_Milam,6,Derived Variables
OK_Stephens,TX_Bosque,5,Derived Variables
OK_Tulsa,TX_Ellis,7,Derived Variables
OR_Baker,ID_Canyon,10,Derived Variables
OR_Baker,ID_Ada,9,Derived Variables
OR_Baker,ID_Payette,7,Derived Variables
OR_Benton,CA_Santa Clara,9,Derived Variables
OR_Benton,CA_Alameda,9,Derived Variables
OR_Benton,CA_San Benito,9,Derived Variables
OR_Benton,CA_El Dorado,8,Derived Variables
OR_Benton,CA_Napa,7,Derived Variables
OR_Benton,CA_Sonoma,7,Derived Variables
OR_Benton,OR_Douglas,7,Derived Variables
OR_Benton,OR_Multnomah,5,Derived Variables
OR_Benton,OR_Clackamas,5,Derived Variables
OR_Clackamas,CA_Santa Clara,12,Derived Variables
OR_Clackamas,CA_Alameda,10,Derived Variables
OR_Clackamas,CA_Napa,9,Derived Variables
OR_Clackamas,CA_Sonoma,9,Derived Variables
OR_Clackamas,CA_San Benito,8,Derived Variables
OR_Clackamas,OR_Multnomah,7,Derived Variables
OR_Clackamas,OR_Douglas,6,Derived Variables
OR_Coos,CA_Marin,17,Derived Variables
OR_Coos,OR_Curry,16,Derived Variables
OR_Coos,CA_San Mateo,16,Derived Variables
OR_Coos,CA_Santa Barbara,10,Derived Variables
OR_Coos,OR_Coos,7,Derived Variables
OR_Curry,CA_Marin,17,Derived Variables
OR_Curry,CA_Santa Barbara,15,Derived Variables
OR_Curry,CA_San Mateo,12,Derived Variables
OR_Curry,OR_Curry,8,Derived Variables
OR_Douglas,CA_El Dorado,12,Derived Variables
OR_Douglas,CA_Napa,10,Derived Variables
OR_Douglas,CA_San Benito,9,Derived Variables
OR_Douglas,CA_Santa Clara,8,Derived Variables
OR_Douglas,CA_Contra Costa,7,Derived Variables
OR_Douglas,OR_Douglas,6,Derived Variables
OR_Hood River,OR_Josephine,7,Derived Variables
OR_Hood River,WA_Lewis,5,Derived Variables
OR_Hood River,WA_Clark,5,Derived Variables
OR_Jefferson,UT_Davis,14,Derived Variables
OR_Jefferson,WA_Benton,11,Derived Variables
OR_Jefferson,WA_Franklin,9,Derived Variables
OR_Jefferson,ID_Canyon,9,Derived Variables
OR_Jefferson,OR_Morrow,7,Derived Variables
OR_Jefferson,UT_Weber,6,Derived Variables
OR_Jefferson,WA_Walla Walla,5,Derived Variables
OR_Jefferson,ID_Payette,5,Derived Variables
OR_Josephine,CA_Calaveras,7,Derived Variables
OR_Josephine,CA_Amador,7,Derived Variables
OR_Josephine,CA_El Dorado,6,Derived Variables
OR_Josephine,CA_Nevada,5,Derived Variables
OR_Klamath,UT_Utah,8,Derived Variables
OR_Klamath,CO_Mesa,6,Derived Variables
OR_Klamath,ID_Canyon,5,Derived Variables
OR_Lane,CA_Napa,9,Derived Variables
OR_Lane,CA_Santa Clara,8,Derived Variables
OR_Lane,OR_Yamhill,8,Derived Variables
OR_Lane,CA_San Benito,8,Derived Variables
OR_Lane,OR_Douglas,7,Derived Variables
OR_Lane,CA_Alameda,7,Derived Variables
OR_Lane,OR_Multnomah,6,Derived Variables
OR_Lane,OR_Clackamas,5,Derived Variables
OR_Lane,OR_Polk,5,Derived Variables
OR_Lane,CA_El Dorado,5,Derived Variables
OR_Linn,CA_Napa,9,Derived Variables
OR_Linn,CA_Santa Clara,8,Derived Variables
OR_Linn,CA_Alameda,8,Derived Variables
OR_Linn,CA_San Benito,8,Derived Variables
OR_Linn,CA_El Dorado,8,Derived Variables
OR_Linn,OR_Douglas,7,Derived Variables
OR_Linn,CA_Sonoma,6,Derived Variables
OR_Linn,OR_Multnomah,5,Derived Variables
OR_Malheur,ID_Payette,11,Derived Variables
OR_Malheur,ID_Canyon,9,Derived Variables
OR_Malheur,UT_Davis,5,Derived Variables
OR_Marion,CA_Santa Clara,11,Derived Variables
OR_Marion,CA_Napa,9,Derived Variables
OR_Marion,CA_Alameda,8,Derived Variables
OR_Marion,CA_San Benito,8,Derived Variables
OR_Marion,CA_Sonoma,8,Derived Variables
OR_Marion,CA_El Dorado,7,Derived Variables
OR_Marion,OR_Douglas,7,Derived Variables
OR_Morrow,WA_Walla Walla,7,Derived Variables
OR_Morrow,WA_Benton,7,Derived Variables
OR_Morrow,OR_Josephine,5,Derived Variables
OR_Multnomah,CA_Santa Clara,13,Derived Variables
OR_Multnomah,CA_Alameda,13,Derived Variables
OR_Multnomah,CA_Napa,9,Derived Variables
OR_Multnomah,CA_San Benito,9,Derived Variables
OR_Multnomah,CA_Sonoma,8,Derived Variables
OR_Multnomah,CA_Contra Costa,5,Derived Variables
OR_Multnomah,OR_Douglas,5,Derived Variables
OR_Multnomah,CA_El Dorado,5,Derived Variables
OR_Polk,CA_El Dorado,11,Derived Variables
OR_Polk,CA_Napa,9,Derived Variables
OR_Polk,CA_Santa Clara,8,Derived Variables
OR_Polk,CA_San Benito,8,Derived Variables
OR_Polk,OR_Douglas,8,Derived Variables
OR_Polk,CA_Alameda,6,Derived Variables
OR_Polk,OR_Multnomah,5,Derived Variables
OR_Umatilla,WA_Walla Walla,15,Derived Variables
OR_Umatilla,WA_Benton,12,Derived Variables
OR_Umatilla,UT_Davis,8,Derived Variables
OR_Umatilla,OR_Josephine,8,Derived Variables
OR_Umatilla,OR_Morrow,7,Derived Variables
OR_Washington,CA_El Dorado,10,Derived Variables
OR_Washington,CA_Sonoma,9,Derived Variables
OR_Washington,CA_Santa Clara,8,Derived Variables
OR_Washington,CA_Alameda,8,Derived Variables
OR_Washington,OR_Douglas,8,Derived Variables
OR_Washington,CA_San Benito,8,Derived Variables
OR_Washington,OR_Multnomah,7,Derived Variables
OR_Washington,OR_Polk,6,Derived Variables
OR_Washington,OR_Yamhill,5,Derived Variables
OR_Yamhill,CA_Santa Clara,11,Derived Variables
OR_Yamhill,CA_El Dorado,10,Derived Variables
OR_Yamhill,CA_Napa,8,Derived Variables
OR_Yamhill,CA_San Benito,8,Derived Variables
OR_Yamhill,CA_Alameda,8,Derived Variables
OR_Yamhill,OR_Douglas,7,Derived Variables
OR_Yamhill,OR_Polk,5,Derived Variables
OR_Yamhill,CA_Sonoma,5,Derived Variables
PA_Adams,MO_Dunklin,5,Derived Variables
PA_Allegheny,MO_Dunklin,5,Derived Variables
PA_Berks,CA_Shasta,6,Derived Variables
PA_Bucks,CA_Shasta,7,Derived Variables
PA_Cumberland,CA_Shasta,9,Derived Variables
PA_Dauphin,CA_Shasta,6,Derived Variables
PA_Franklin,CA_Shasta,6,Derived Variables
PA_Lancaster,CA_Shasta,5,Derived Variables
PA_Lancaster,MO_Dunklin,5,Derived Variables
PA_York,CA_Shasta,6,Derived Variables
PA_York,MO_Dunklin,6,Derived Variables
SC_Aiken,TX_Travis,5,Derived Variables
SC_Aiken,TX_Bastrop,5,Derived Variables
SC_Aiken,TX_Milam,5,Derived Variables
SC_Bamberg,TX_Uvalde,7,Derived Variables
SC_Bamberg,TX_Wilson,6,Derived Variables
SC_Bamberg,TX_Guadalupe,5,Derived Variables
SC_Barnwell,TX_Uvalde,9,Derived Variables
SC_Barnwell,TX_Bastrop,6,Derived Variables
SC_Beaufort,TX_Zavala,9,Derived Variables
SC_Beaufort,TX_Frio,7,Derived Variables
SC_Beaufort,TX_Atascosa,7,Derived Variables
SC_Beaufort,TX_Maverick,7,Derived Variables
SC_Clarendon,TX_Bastrop,7,Derived Variables
SC_Clarendon,TX_Uvalde,6,Derived Variables
SC_Clarendon,TX_Guadalupe,5,Derived Variables
SC_Clarendon,TX_Caldwell,5,Derived Variables
SC_Clarendon,TX_Travis,5,Derived Variables
SC_Clarendon,TX_Washington,5,Derived Variables
SC_Greenville,TX_Lampasas,6,Derived Variables
SC_Lexington,TX_Travis,7,Derived Variables
SC_Lexington,TX_Milam,7,Derived Variables
SC_Lexington,TX_Bastrop,6,Derived Variables
SC_Orangeburg,TX_Bastrop,6,Derived Variables
SC_Orangeburg,TX_Uvalde,5,Derived Variables
SC_Orangeburg,TX_Wilson,5,Derived Variables
SC_Orangeburg,TX_Fayette,5,Derived Variables
SC_Orangeburg,TX_Guadalupe,5,Derived Variables
SC_Saluda,TX_Bell,5,Derived Variables
SC_Sumter,TX_Milam,6,Derived Variables
SC_Sumter,TX_Travis,5,Derived Variables
SC_Sumter,TX_Bastrop,5,Derived Variables
SC_Williamsburg,TX_Bastrop,8,Derived Variables
SC_Williamsburg,TX_Milam,7,Derived Variables
SC_Williamsburg,TX_Washington,6,Derived Variables
SC_Williamsburg,TX_Uvalde,5,Derived Variables
TN_Bledsoe,AR_Jefferson,5,Derived Variables
TN_Dyer,TX_Ellis,6,Derived Variables
TX_Atascosa,CA_Imperial,15,Derived Variables
TX_Atascosa,AZ_Yuma,15,Derived Variables
TX_Austin,AZ_Yuma,12,Derived Variables
TX_Austin,CA_Imperial,10,Derived Variables
TX_Austin,AZ_Maricopa,8,Derived Variables
TX_Bastrop,AZ_Yuma,11,Derived Variables
TX_Bastrop,CA_Imperial,9,Derived Variables
TX_Bastrop,TX_Maverick,5,Derived Variables
TX_Bell,AZ_Maricopa,8,Derived Variables
TX_Bell,TX_Maverick,7,Derived Variables
TX_Bell,TX_Frio,5,Derived Variables
TX_Bell,AZ_Yuma,5,Derived Variables
TX_Bexar,CA_Imperial,12,Derived Variables
TX_Bexar,AZ_Yuma,12,Derived Variables
TX_Bosque,TX_Frio,12,Derived Variables
TX_Bosque,TX_Maverick,11,Derived Variables
TX_Bowie,TX_Milam,7,Derived Variables
TX_Bowie,TX_Bastrop,6,Derived Variables
TX_Bowie,TX_Frio,5,Derived Variables
TX_Brazoria,TX_Hidalgo,10,Derived Variables
TX_Brazoria,CA_Imperial,10,Derived Variables
TX_Brazoria,AZ_Yuma,9,Derived Variables
TX_Brazos,AZ_Yuma,11,Derived Variables
TX_Brazos,CA_Imperial,9,Derived Variables
TX_Brazos,AZ_Maricopa,6,Derived Variables
TX_Brazos,TX_Maverick,5,Derived Variables
TX_Brown,TX_Frio,8,Derived Variables
TX_Brown,TX_Zavala,8,Derived Variables
TX_Brown,TX_Wilson,7,Derived Variables
TX_Brown,TX_Atascosa,7,Derived Variables
TX_Brown,TX_Bastrop,5,Derived Variables
TX_Burleson,AZ_Yuma,11,Derived Variables
TX_Burleson,CA_Imperial,8,Derived Variables
TX_Burleson,AZ_Maricopa,6,Derived Variables
TX_Burleson,TX_Maverick,5,Derived Variables
TX_Caldwell,AZ_Yuma,9,Derived Variables
TX_Caldwell,CA_Imperial,8,Derived Variables
TX_Caldwell,TX_Maverick,7,Derived Variables
TX_Clay,TX_Bastrop,8,Derived Variables
TX_Clay,TX_Milam,6,Derived Variables
TX_Clay,AZ_Pinal,5,Derived Variables
TX_Collin,AZ_Pinal,9,Derived Variables
TX_Collin,TX_Frio,8,Derived Variables
TX_Collin,TX_Maverick,8,Derived Variables
TX_Collin,TX_Zavala,7,Derived Variables
TX_Collin,TX_Travis,6,Derived Variables
TX_Collin,TX_Bastrop,5,Derived Variables
TX_Colorado,AZ_Yuma,11,Derived Variables
TX_Colorado,CA_Imperial,9,Derived Variables
